date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales
20250301 - 20250331,Mangaluru,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,7,1106,869.98
20250301 - 20250331,Chennai,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,21,3318,2550.88
20250301 - 20250331,Kochi Rural,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,5,790,690.7
20250301 - 20250331,Kolkata,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,15,2370,1830.35
20250301 - 20250331,Nashik,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,9,1422,1110.72
20250301 - 20250331,Surat,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,10,1580,1322.93
20250301 - 20250331,Gurgaon,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,46372398,Jaldhara instant-masala-lime-electrolyte-drink-mix 330 g  (Pack of 20),330 g,25,3950,3437.29
20250301 - 20250331,Jaipur,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,9,1341,1027.07
20250301 - 20250331,Ahmedabad-Gandhinagar,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,17,2533,2193.32
20250301 - 20250331,Mangaluru,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,6,894,721.1
20250301 - 20250331,Mysore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,9,1341,1070.79
20250301 - 20250331,Coimbatore,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,4,596,518.82
20250301 - 20250331,Surat,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,14,2086,1834.01
20250301 - 20250331,Kolkata,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,15,2235,1922.55
20250301 - 20250331,Visakhapatnam,Jaldhara,gourmet-world-food,drinks-beverages,gourmet-tea-tea-Mixs,43316133,Jaldhara instant-drink-mix-combo 210 g  (14 g x 15),210 g,8,1192,961.71
20250301 - 20250331,Mysore,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,7,903,766.47
20250301 - 20250331,Coimbatore,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,2,258,200.34
20250301 - 20250331,Jaipur,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,5,645,523.93
20250301 - 20250331,Nashik,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,3,387,339.21
20250301 - 20250331,Hyderabad,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,11,1419,1219.06
20250301 - 20250331,Chennai,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,6,774,601.94
20250301 - 20250331,Hyderabad Rural,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,3,387,327.17
20250301 - 20250331,Kochi,Jaldhara,beverages,tea,leaf-dust-tea,49244038,Jaldhara instant-nimbu-shikanji-drink-mix-low-sugar 180 g  (15 Sachet x 12 g each),180 g,5,645,497.04
20250301 - 20250331,Chennai,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,2,1298,1014
20250301 - 20250331,Noida,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,2,1298,1096.16
20250301 - 20250331,Bangalore,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,4,2596,2144.04
20250301 - 20250331,Pune,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,1,649,527.38
20250301 - 20250331,Mangaluru,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,1,649,555.93
20250301 - 20250331,Mysore,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,44368015,Jaldhara summer-fiesta-gift-box-nimbu-shikanji-kala-namak 200 g  (2x100 g),200 g,1,649,530.1
20250301 - 20250331,Hyderabad Rural,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,1,1599,1297.91
20250301 - 20250331,Nashik,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,3,4797,3674.5
20250301 - 20250331,Jaipur,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,1,1599,1360.91
20250301 - 20250331,Mangaluru,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,48958500,Jaldhara green-summer-gift-box-set-with-summer-snacks 1 pc,1 pc,3,4797,4146.05
20250301 - 20250331,Noida,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,2,1998,1681.52
20250301 - 20250331,Mangaluru,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,1,999,793.41
20250301 - 20250331,Kochi,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,1,999,815.68
20250301 - 20250331,Hyderabad Rural,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,1,999,857.94
20250301 - 20250331,Surat,Jaldhara,snacks-branded-foods,chocolates-candies,gift-boxes,47879658,Jaldhara pink-summer-gift-box-set-with-summer-snacks 1 pc  (Set of 5),5 pcs,1,999,853.05
